plant1_train.mea_ddhr,plant1_train.tem_in_loc1,plant1_train.hum_in_loc1,plant1_train.tem_coil_loc1,plant1_train.tem_in_loc2,plant1_train.hum_in_loc2,plant1_train.tem_coil_loc2,plant1_train.tem_in_loc3,plant1_train.hum_in_loc3,plant1_train.tem_coil_loc3,plant1_train.tem_out_loc1,plant1_train.hum_out_loc1,temp_24,hum_24,temp_48,hum_48,plant1_train.cond_loc1,plant1_train.cond_loc2,plant1_train.cond_loc3
2016-11-26 18:00:00,7.92,61.97,7.47,6.64,67.34,6.13,5.73,71.89,5.71,2.43,83.94,6.8,59,5.8,42,0.0,0.0,0.0
2016-11-26 21:00:00,8.05,63.19,7.39,6.7,68.01,6.13,5.6,73.17,5.52,2.43,84.92,5.5,73,4.1,58,0.0,0.0,0.0
2016-11-27 12:00:00,10.12,64.29,8.04,9.08,68.83,6.44,8.14,74.36,6.63,8.9,66.21,4.8,39,2.3,75,0.0,0.0,0.0
2016-11-27 15:00:00,11.59,61.51,8.88,10.37,66.7,6.82,9.6,70.45,7.05,7.74,74.21,5.8,42,6.7,50,0.0,0.0,0.0
2016-11-27 18:00:00,11.47,56.99,8.92,10.34,60.9,7.16,9.45,64.26,7.12,7.92,65.63,4.1,58,7.8,45,0.0,0.0,0.0
2016-11-27 21:00:00,11.25,54.64,9.07,9.97,58.49,7.35,9.42,61.87,7.12,7.74,65.81,2.2,68,5.2,65,0.0,0.0,0.0
2016-11-28 12:00:00,9.51,42.37,9.18,9.48,42.22,7.66,7.92,48.84,6.86,6.76,48.02,7.1,46,2.7,76,0.0,0.0,0.0
2016-11-28 15:00:00,10.15,38.34,9.37,10.0,37.76,7.73,8.26,43.68,7.12,5.36,48.78,7.9,45,6.3,61,0.0,0.0,0.0
2016-11-28 18:00:00,9.39,39.77,9.15,9.48,39.26,7.81,8.14,43.07,6.97,5.48,46.15,4.0,60,7.0,61,0.0,0.0,0.0
2016-11-28 21:00:00,9.02,36.72,9.03,8.99,38.34,7.89,7.89,42.77,7.01,5.21,45.09,2.0,79,6.0,76,0.0,0.0,0.0
2016-11-29 12:00:00,10.34,32.23,9.26,8.93,32.05,7.31,7.34,36.17,6.78,6.73,31.68,6.1,70,6.5,71,0.0,0.0,0.0
2016-11-29 15:00:00,11.43,26.92,9.68,9.97,29.21,7.62,8.47,34.46,7.16,5.91,37.91,7.0,74,6.6,49,0.0,0.0,0.0
2016-11-29 18:00:00,10.92,30.62,9.68,9.3,34.31,7.7,8.14,38.77,7.08,5.6,43.32,5.8,80,5.8,48,0.0,0.0,0.0
2016-11-29 21:00:00,9.69,34.8,9.53,6.83,41.79,7.28,5.33,46.95,5.94,0.87,59.58,5.5,86,3.9,50,0.0,0.0,0.0
2016-11-30 12:00:00,10.18,41.24,8.99,9.45,44.69,7.31,8.63,50.79,6.97,9.36,47.8,6.9,48,-0.3,72,0.0,0.0,0.0
2016-11-30 15:00:00,11.77,38.43,9.49,10.92,40.51,7.58,10.46,44.99,7.7,10.21,42.43,6.0,48,5.3,56,0.0,0.0,0.0
2016-11-30 18:00:00,11.43,41.82,9.57,10.58,43.56,7.77,9.94,46.49,7.58,8.38,47.86,4.3,50,7.8,50,0.0,0.0,0.0
2016-11-30 21:00:00,10.82,59.98,9.57,10.12,61.2,7.92,9.3,67.74,7.47,7.34,76.04,1.1,68,4.8,71,0.0,0.0,0.0
2016-12-01 12:00:00,12.05,29.95,11.05,11.95,33.39,9.15,10.7,38.55,8.53,8.81,35.74,5.3,55,3.7,84,0.0,0.0,0.0
2016-12-01 15:00:00,11.71,30.19,11.4,11.43,29.03,9.37,10.0,33.3,8.5,6.83,37.7,7.9,50,9.9,59,0.0,0.0,0.0
2016-12-01 18:00:00,11.28,38.0,10.52,10.67,37.97,8.99,9.76,41.36,8.23,6.89,46.7,4.9,70,10.8,60,0.0,0.0,0.0
2016-12-01 21:00:00,10.27,33.91,10.48,8.99,35.78,8.92,7.95,39.47,7.7,4.05,46.79,3.9,85,7.9,75,0.0,0.0,0.0
2016-12-02 12:00:00,9.54,35.04,9.68,7.86,40.54,7.35,6.46,46.06,6.59,5.76,45.51,9.4,60,4.4,81,0.0,0.0,0.0
2016-12-02 15:00:00,10.82,40.6,10.33,9.36,44.17,7.85,8.26,48.69,7.31,6.03,53.36,10.7,59,7.6,70,0.0,0.0,0.0
2016-12-02 18:00:00,10.46,48.08,9.6,9.39,48.96,7.7,8.66,52.47,7.31,6.09,59.28,7.8,75,8.7,84,0.0,0.0,0.0
2016-12-02 21:00:00,9.66,47.74,9.6,7.56,54.46,7.54,6.89,57.69,6.55,3.28,72.77,5.4,85,7.6,89,0.0,0.0,0.0
2016-12-03 12:00:00,9.48,48.44,8.8,8.32,50.89,6.44,7.47,55.65,6.36,9.21,45.76,7.6,80,7.9,95,0.0,0.0,0.0
2016-12-03 15:00:00,11.4,48.05,9.45,10.15,50.7,7.2,9.48,54.58,7.08,8.44,55.01,8.8,84,9.8,72,0.0,0.0,0.0
2016-12-03 18:00:00,11.37,49.82,9.45,10.06,54.06,7.08,9.63,57.02,7.16,7.34,60.74,6.8,84,11.0,68,0.0,0.0,0.0
2016-12-03 21:00:00,10.24,54.12,9.45,8.29,60.9,7.05,7.71,63.64,6.67,3.53,76.19,5.9,90,7.8,70,0.0,0.0,0.0
2016-12-04 12:00:00,9.42,54.85,8.88,7.92,58.88,6.63,7.1,63.28,6.4,6.21,63.49,10.9,74,0.3,61,0.0,0.0,0.0
2016-12-04 15:00:00,10.85,51.53,9.3,10.09,53.17,7.08,9.51,56.59,7.16,9.48,52.96,10.9,69,2.6,44,0.0,0.0,0.0
2016-12-04 18:00:00,11.22,52.63,9.57,10.15,56.26,7.28,9.48,59.92,7.24,7.83,62.3,8.4,73,3.6,42,0.0,0.0,0.0
2016-12-04 21:00:00,11.25,52.53,9.68,9.88,56.56,7.54,9.27,59.77,7.28,7.86,61.17,6.3,74,1.5,63,0.0,0.0,0.0
2016-12-05 12:00:00,12.81,70.15,10.6,12.2,70.91,8.53,12.01,70.91,8.61,12.38,63.1,3.5,44,4.6,85,0.0,0.0,0.0
2016-12-05 15:00:00,13.85,60.96,11.21,12.75,65.38,9.03,12.29,65.57,9.07,11.31,63.03,3.7,47,7.9,78,0.0,0.0,0.0
2016-12-05 18:00:00,12.84,52.01,11.32,11.71,58.33,9.11,11.22,59.49,8.31,9.08,62.24,1.7,67,8.0,68,0.0,0.0,0.0
2016-12-05 21:00:00,11.1,42.67,10.9,10.85,45.97,9.3,10.18,49.73,8.15,7.28,48.32,-0.4,84,5.7,69,0.0,0.0,0.0
2016-12-06 12:00:00,7.89,30.62,8.23,7.8,29.4,7.85,5.82,35.47,6.86,3.71,35.5,7.4,74,-0.2,81,0.0,0.0,0.0
2016-12-06 15:00:00,9.36,22.68,8.61,7.28,25.89,7.66,6.15,29.91,6.89,2.16,31.14,8.0,68,4.6,60,0.0,0.0,0.0
2016-12-06 18:00:00,8.63,22.56,8.5,6.73,24.02,7.5,5.91,27.01,6.82,1.18,34.71,6.1,70,6.9,59,0.0,0.0,0.0
2016-12-06 21:00:00,6.95,26.68,8.08,4.57,30.98,6.86,3.65,34.62,6.28,-2.03,47.95,3.2,75,6.7,79,0.0,0.0,0.0
2016-12-07 12:00:00,8.87,45.24,7.58,7.71,49.24,5.75,6.76,54.09,5.56,7.71,48.08,4.8,56,3.0,71,0.0,0.0,0.0
2016-12-07 15:00:00,10.85,51.62,8.0,9.94,55.46,6.25,9.45,58.06,6.21,9.24,55.22,7.0,59,3.9,54,0.0,0.0,0.0
2016-12-07 18:00:00,11.28,55.86,8.23,10.09,60.47,6.55,9.27,62.06,6.28,7.71,62.64,6.7,73,3.3,49,0.0,0.0,0.0
2016-12-07 21:00:00,11.13,51.19,8.88,9.63,55.01,6.78,9.15,57.36,6.36,7.53,57.45,6.4,83,2.2,55,0.0,0.0,0.0
2016-12-08 12:00:00,8.93,52.87,8.53,8.35,54.09,6.4,7.1,61.14,5.83,7.8,52.32,4.1,57,-1.5,74,0.0,0.0,0.0
2016-12-08 15:00:00,10.55,47.07,8.88,9.97,49.11,6.82,8.96,53.48,6.28,8.87,48.17,3.3,49,2.8,45,0.0,0.0,0.0
2016-12-08 18:00:00,10.76,49.33,9.11,10.03,51.43,7.01,9.05,56.81,6.4,7.25,60.99,2.2,54,3.8,40,0.0,0.0,0.0
2016-12-08 21:00:00,10.52,59.83,9.11,9.11,65.23,6.93,8.23,69.9,6.36,5.48,79.3,0.0,66,0.9,56,0.0,0.0,0.0
2016-12-09 12:00:00,10.21,43.93,9.64,10.06,44.23,7.7,8.6,48.84,6.78,7.13,47.31,2.8,45,-1.1,80,0.0,0.0,0.0
2016-12-09 15:00:00,10.15,39.01,9.68,9.91,39.59,8.19,8.17,44.81,6.89,5.05,49.15,4.0,40,3.7,46,0.0,0.0,0.0
2016-12-09 18:00:00,8.72,35.41,9.26,8.72,35.32,7.77,7.59,39.8,6.82,3.86,44.63,0.9,55,5.1,35,0.0,0.0,0.0
2016-12-09 21:00:00,7.59,40.45,8.73,7.92,37.61,7.77,6.61,43.13,6.67,2.77,52.59,-0.4,66,2.0,55,0.0,0.0,0.0
2016-12-10 12:00:00,7.95,31.93,8.23,6.52,34.52,6.13,4.08,41.06,5.44,1.7,41.21,3.6,45,-0.4,81,0.0,0.0,0.0
2016-12-10 15:00:00,9.21,30.34,8.5,7.74,31.9,6.28,5.82,37.45,5.71,2.83,40.57,4.9,35,5.8,61,0.0,0.0,0.0
2016-12-10 18:00:00,8.6,35.01,8.42,7.25,36.51,6.28,5.91,41.7,5.63,2.31,47.92,1.6,55,7.9,56,0.0,0.0,0.0
2016-12-10 21:00:00,7.99,33.24,8.31,6.86,35.32,6.17,5.51,39.62,5.6,2.46,42.0,-1.3,71,4.8,80,0.0,0.0,0.0
2016-12-11 12:00:00,8.32,29.61,7.92,6.79,31.04,5.41,4.44,35.78,4.8,3.86,31.35,5.6,62,2.6,90,0.0,0.0,0.0
2016-12-11 15:00:00,9.63,21.12,8.34,7.95,21.18,5.83,5.97,25.27,4.99,3.53,22.31,7.7,57,5.8,75,0.0,0.0,0.0
2016-12-11 18:00:00,9.39,23.2,8.5,7.56,24.48,5.75,6.09,29.58,5.14,3.53,32.94,3.9,79,6.1,73,0.0,0.0,0.0
2016-12-11 21:00:00,8.29,31.11,8.15,5.94,36.87,5.48,4.87,42.16,4.83,1.33,57.33,2.7,95,4.2,71,0.0,0.0,0.0
2016-12-12 12:00:00,7.59,35.96,7.43,6.31,38.92,4.8,5.24,44.9,4.34,4.54,41.39,5.9,67,-1.0,61,0.0,0.0,0.0
2016-12-12 15:00:00,9.24,33.52,7.81,8.29,35.01,5.25,7.62,39.71,4.72,7.19,40.29,5.3,63,-0.1,46,0.0,0.0,0.0
2016-12-12 18:00:00,9.73,36.54,7.92,8.78,39.99,5.67,8.02,48.05,4.99,6.58,49.79,4.1,59,1.8,48,0.0,0.0,0.0
2016-12-12 21:00:00,10.03,35.23,8.12,8.81,37.33,5.83,7.83,39.19,5.22,6.49,38.8,1.2,66,0.1,59,0.0,0.0,0.0
2016-12-13 12:00:00,8.87,45.48,8.19,7.74,48.6,6.05,6.89,52.96,5.14,5.54,55.16,-0.1,49,-2.9,58,0.0,0.0,0.0
2016-12-13 15:00:00,10.37,54.43,8.65,9.33,57.72,6.21,8.41,62.73,5.48,7.1,64.59,2.0,48,-1.1,49,0.0,0.0,0.0
2016-12-13 18:00:00,9.21,43.65,8.65,8.93,48.66,6.51,8.08,51.68,5.56,5.79,52.72,0.3,59,0.0,51,0.0,0.0,0.0
2016-12-13 21:00:00,9.51,44.54,8.69,8.14,45.91,6.59,7.22,49.51,5.63,4.26,54.79,-1.5,70,-0.9,58,0.0,0.0,0.0
2016-12-14 12:00:00,7.34,46.25,7.81,7.16,45.27,6.25,5.6,50.43,5.18,2.83,53.82,-0.9,48,-2.4,61,0.0,0.0,0.0
2016-12-14 15:00:00,7.44,46.79,7.7,7.01,46.34,6.09,5.42,51.86,5.18,2.09,59.07,0.1,49,-0.2,49,0.0,0.0,0.0
2016-12-14 18:00:00,6.79,50.89,7.39,6.52,50.12,6.05,5.09,56.53,5.14,1.88,66.24,-1.7,55,1.8,54,0.0,0.0,0.0
2016-12-14 21:00:00,8.29,46.46,7.81,6.25,49.69,5.98,4.87,54.95,5.1,1.64,63.0,-2.9,61,-0.2,65,0.0,0.0,0.0
2016-12-15 12:00:00,5.12,35.01,6.05,5.79,33.49,5.06,3.71,39.74,4.53,1.61,40.72,-0.2,49,1.2,90,0.0,0.0,0.0
2016-12-15 15:00:00,5.09,35.84,5.9,5.76,34.1,5.06,3.32,42.06,4.22,-0.35,50.06,1.7,50,7.8,61,0.0,0.0,0.0
2016-12-15 18:00:00,4.2,34.68,5.41,5.18,31.87,4.95,3.38,37.97,4.11,-0.07,44.23,-0.9,60,8.3,53,0.0,0.0,0.0
2016-12-15 21:00:00,4.23,38.22,5.22,4.32,35.87,4.6,2.46,41.45,3.84,-1.39,50.85,-2.3,84,6.1,70,0.0,0.0,0.0
2016-12-16 12:00:00,5.82,37.18,4.68,4.11,36.42,2.96,2.09,44.08,2.81,1.51,42.25,6.2,60,3.7,89,0.0,0.0,0.0
2016-12-16 15:00:00,6.06,37.15,4.99,5.27,36.42,3.23,3.68,41.94,3.12,0.87,46.73,8.4,53,7.8,67,0.0,0.0,0.0
2016-12-16 18:00:00,6.83,39.71,5.18,5.18,44.17,3.46,3.65,51.07,3.19,0.51,56.23,6.2,70,9.9,59,0.0,0.0,0.0
2016-12-16 21:00:00,6.25,40.35,5.14,3.86,46.28,3.23,2.55,51.8,2.81,-0.68,60.74,4.1,84,7.8,74,0.0,0.0,0.0
2016-12-17 12:00:00,8.81,53.75,6.13,8.32,54.09,4.38,7.99,57.3,4.03,9.76,46.89,7.7,66,6.5,91,0.0,0.0,0.0
2016-12-17 15:00:00,10.64,49.57,6.89,9.79,51.89,5.02,9.85,54.24,4.57,10.85,47.8,9.1,60,8.7,86,0.0,0.0,0.0
2016-12-17 18:00:00,10.46,52.69,7.16,9.76,55.04,5.41,8.9,59.25,4.68,6.79,63.19,6.2,74,9.7,74,0.0,0.0,0.0
2016-12-17 21:00:00,9.45,57.11,7.28,8.17,62.18,5.48,7.28,66.82,4.49,4.75,75.12,5.7,89,8.1,85,0.0,0.0,0.0
2016-12-18 12:00:00,9.36,57.42,7.77,8.05,61.75,5.9,7.13,66.18,4.83,6.0,67.52,7.6,86,6.8,90,0.0,0.0,0.0
2016-12-18 15:00:00,10.18,55.22,8.12,9.05,58.79,6.28,8.41,62.61,5.33,8.02,61.78,9.8,74,8.1,75,0.0,0.0,0.0
2016-12-18 18:00:00,10.34,56.35,8.34,9.39,59.62,6.59,8.44,64.9,5.41,7.22,66.48,9.1,85,10.0,66,0.0,0.0,0.0
2016-12-18 21:00:00,9.85,56.32,8.42,8.53,61.05,6.67,7.74,64.13,5.37,5.67,68.5,7.1,95,8.4,80,0.0,0.0,0.0
2016-12-19 12:00:00,10.98,66.91,8.88,10.03,70.94,7.28,9.36,75.92,6.21,10.18,67.64,8.8,74,6.6,89,0.0,0.0,1.0
2016-12-19 15:00:00,12.78,68.22,9.11,11.68,72.56,7.62,11.34,75.98,6.74,12.38,67.61,10.0,62,10.6,75,0.0,1.0,1.0
2016-12-19 18:00:00,13.08,68.07,9.49,11.98,72.53,8.04,11.25,75.31,7.05,10.37,74.36,8.1,58,10.2,86,0.0,1.0,1.0
2016-12-19 21:00:00,12.32,69.75,9.72,11.1,75.37,8.42,10.0,78.17,6.97,7.01,85.38,7.8,71,9.2,86,0.0,0.0,1.0
2016-12-20 12:00:00,10.55,71.31,9.87,9.79,74.94,8.38,8.93,79.64,7.01,6.4,87.33,10.7,80,8.9,89,0.0,0.0,0.0
2016-12-20 15:00:00,12.32,64.56,10.4,11.31,67.34,8.84,10.58,71.7,7.35,9.88,68.86,11.1,87,8.9,88,0.0,0.0,0.0
2016-12-20 18:00:00,12.63,64.65,10.71,11.95,66.88,9.45,11.1,72.31,7.81,8.17,79.64,10.9,92,5.7,84,0.0,0.0,0.0
2016-12-20 21:00:00,11.59,61.66,10.56,10.58,64.87,9.37,9.3,68.93,7.54,3.53,87.18,10.5,94,4.4,81,0.0,0.0,0.0
2016-12-21 12:00:00,11.31,66.88,10.18,10.95,66.82,8.69,10.58,69.14,7.77,11.28,60.29,8.1,88,-0.2,68,0.0,0.0,0.0
2016-12-21 15:00:00,12.84,61.36,10.48,12.32,63.52,9.18,12.32,64.74,8.34,12.35,59.77,5.7,84,0.7,76,0.0,0.0,0.0
2016-12-21 18:00:00,12.81,72.71,10.67,11.77,78.51,9.3,11.43,80.34,8.27,9.94,87.21,4.4,81,0.9,79,0.0,0.0,1.0
2016-12-21 21:00:00,12.75,79.0,10.71,11.86,84.34,9.45,11.59,85.1,8.57,10.4,90.45,3.2,78,-0.1,75,0.0,1.0,1.0
2016-12-22 12:00:00,,,,11.74,69.99,10.63,11.47,72.68,9.26,8.14,78.94,-1.0,72,-3.2,80,,0.0,0.0
2016-12-22 15:00:00,,,,11.07,69.51,10.63,10.52,72.53,9.22,6.98,80.59,0.1,67,-0.2,51,,0.0,0.0
2016-12-22 18:00:00,,,,10.55,64.41,10.29,9.57,70.02,8.99,6.28,72.56,-1.0,67,2.9,45,,0.0,0.0
2016-12-22 21:00:00,,,,9.79,57.11,10.18,8.84,61.36,8.88,5.3,67.58,-1.1,67,0.8,60,,0.0,0.0
2016-12-23 12:00:00,,,,6.49,59.4,8.31,5.09,65.35,7.43,1.45,75.24,0.8,55,-1.1,81,,0.0,0.0
2016-12-23 15:00:00,,,,6.28,53.51,8.0,4.75,59.58,7.12,1.09,68.07,2.9,49,2.7,55,,0.0,0.0
2016-12-23 18:00:00,,,,6.15,49.51,7.54,4.57,56.96,6.89,0.42,67.98,0.7,63,5.0,54,,0.0,0.0
2016-12-23 21:00:00,,,,5.67,48.75,6.97,4.17,55.22,6.51,0.29,64.96,-1.1,80,2.9,64,,0.0,0.0
2016-12-24 12:00:00,,,,4.99,42.55,5.29,3.28,50.18,5.18,0.42,53.82,3.6,55,1.8,92,,0.0,0.0
2016-12-24 15:00:00,,,,5.18,43.44,5.37,3.71,49.05,5.1,0.45,54.06,5.9,54,3.8,87,,0.0,0.0
2016-12-24 18:00:00,,,,3.83,49.69,4.8,2.52,55.46,4.83,-0.62,65.11,3.0,65,3.7,86,,0.0,0.0
2016-12-24 21:00:00,,,,3.99,52.32,4.6,3.07,56.26,4.6,0.08,63.83,1.8,72,3.7,82,,0.0,0.0
2016-12-25 12:00:00,,,,5.18,57.6,3.92,3.86,65.02,3.92,4.05,60.29,3.6,87,0.8,68,,0.0,0.0
2016-12-25 15:00:00,,,,7.13,55.37,4.34,6.12,61.14,4.38,5.36,60.23,3.9,85,1.8,57,,0.0,0.0
2016-12-25 18:00:00,,,,6.98,59.34,4.53,5.97,64.19,4.45,3.68,68.96,3.7,81,1.9,53,,0.0,0.0
2016-12-25 21:00:00,,,,6.12,64.47,4.45,5.3,68.93,4.34,1.7,79.27,2.9,81,-1.1,55,,0.0,0.0
2016-12-26 12:00:00,,,,6.76,70.51,4.91,5.85,76.37,4.49,4.32,80.53,0.8,50,-4.6,75,,0.0,0.0
2016-12-26 15:00:00,,,,7.28,66.67,5.06,6.49,70.79,4.68,5.15,70.67,1.0,53,-0.4,44,,0.0,0.0
2016-12-26 18:00:00,,,,7.16,68.16,5.22,6.37,73.32,4.76,4.08,80.59,-1.1,54,0.3,40,,0.0,0.0
2016-12-26 21:00:00,,,,7.8,57.66,5.41,7.01,58.61,4.8,5.39,59.16,-3.1,60,-1.2,59,,0.0,0.0
2016-12-27 12:00:00,,,,6.61,40.69,5.86,4.57,47.41,4.72,2.49,45.57,-0.2,45,-2.1,66,,0.0,0.0
2016-12-27 15:00:00,,,,6.67,34.74,5.63,4.38,42.19,4.6,1.0,46.64,0.4,41,-0.9,44,,0.0,0.0
2016-12-27 18:00:00,,,,5.57,34.1,5.56,3.77,39.04,4.45,-0.04,42.55,-1.2,60,-0.1,44,,0.0,0.0
2016-12-27 21:00:00,,,,4.26,34.4,4.99,2.77,39.99,4.18,-1.9,45.6,-2.2,80,-1.9,55,,0.0,0.0
2016-12-28 12:00:00,,,,3.28,39.1,3.27,1.24,46.12,2.24,0.51,42.58,-0.2,44,-3.3,69,,0.0,0.0
2016-12-28 15:00:00,,,,4.66,39.38,3.69,3.04,44.99,2.51,0.48,47.59,-0.2,44,0.9,54,,0.0,0.0
2016-12-28 18:00:00,,,,4.69,42.92,3.57,3.53,48.9,2.62,0.9,56.01,-1.9,55,1.8,49,,0.0,0.0
2016-12-28 21:00:00,,,,4.75,44.66,3.5,3.62,49.79,2.62,0.6,57.11,-3.1,70,-0.1,64,,0.0,0.0
2016-12-29 12:00:00,,,,4.51,30.04,3.08,2.43,37.52,2.12,0.63,34.31,0.8,54,-0.4,88,,0.0,0.0
2016-12-29 15:00:00,,,,4.87,31.99,3.12,2.8,38.71,2.12,-0.47,43.28,1.8,49,4.5,70,,0.0,0.0
2016-12-29 18:00:00,,,,4.11,39.29,2.96,2.89,43.28,2.12,-0.23,47.86,0.0,64,5.8,65,,0.0,0.0
2016-12-29 21:00:00,,,,3.77,43.07,3.08,2.8,47.31,2.16,-0.16,53.54,-1.0,80,3.9,74,,0.0,0.0
2016-12-30 12:00:00,,,,2.55,33.52,2.01,1.18,38.86,1.02,0.81,32.75,3.7,70,0.7,89,,0.0,0.0
2016-12-30 15:00:00,,,,4.87,39.93,2.58,3.65,45.09,1.44,2.49,44.78,5.8,63,6.7,61,,0.0,0.0
2016-12-30 18:00:00,,,,4.47,48.99,2.28,3.28,53.11,1.44,0.78,59.16,4.0,73,8.2,53,,0.0,0.0
2016-12-30 21:00:00,,,,3.62,56.99,2.32,2.67,62.03,1.4,0.23,69.17,0.7,83,5.1,71,,0.0,0.0
2016-12-31 12:00:00,,,,5.97,64.1,2.85,5.12,69.05,2.01,5.91,60.74,5.8,61,3.8,90,,0.0,0.0
2016-12-31 15:00:00,,,,7.62,65.6,3.31,7.31,68.59,2.51,6.58,67.52,8.1,59,7.9,65,,0.0,1.0
2016-12-31 18:00:00,,,,7.71,65.32,3.65,7.1,68.89,2.74,4.54,74.79,5.1,69,8.2,64,,0.0,0.0
2016-12-31 21:00:00,,,,6.49,66.12,3.65,5.54,69.99,2.74,2.49,78.97,3.2,81,5.9,69,,0.0,0.0
2017-01-01 12:00:00,,,,7.07,71.98,3.92,6.76,75.24,3.31,8.44,62.06,7.9,65,-1.5,86,,0.0,1.0
2017-01-01 15:00:00,,,,9.05,61.97,4.64,8.93,63.95,3.77,9.63,55.59,8.2,64,5.7,56,,0.0,0.0
2017-01-01 18:00:00,,,,9.6,61.48,4.72,8.72,65.75,4.03,7.8,64.47,5.2,68,6.2,48,,0.0,0.0
2017-01-01 21:00:00,,,,8.26,66.15,4.8,7.28,70.88,3.92,4.23,76.92,2.0,75,3.3,64,,0.0,0.0
2017-01-02 12:00:00,,,,9.15,75.64,5.41,8.75,79.82,4.72,9.6,68.44,4.7,55,3.1,81,,1.0,1.0
2017-01-02 15:00:00,,,,10.27,66.58,5.67,9.54,69.69,5.06,9.33,64.35,6.3,50,6.0,60,,0.0,1.0
2017-01-02 18:00:00,,,,10.24,66.76,5.86,9.48,70.85,5.25,8.05,71.7,3.2,65,6.3,45,,0.0,1.0
2017-01-02 21:00:00,,,,9.66,64.68,6.05,8.9,69.02,5.37,6.46,74.48,2.0,76,4.0,55,,0.0,0.0
2017-01-03 12:00:00,,,,8.2,54.64,6.09,7.37,59.04,5.29,9.45,45.33,6.2,60,-0.2,85,,0.0,0.0
2017-01-03 15:00:00,,,,9.27,54.98,6.17,8.47,59.4,5.63,6.7,62.91,7.3,45,4.5,55,,0.0,0.0
2017-01-03 18:00:00,,,,9.36,50.79,6.59,8.72,53.85,5.71,5.97,58.61,4.8,55,8.1,54,,0.0,0.0
2017-01-03 21:00:00,,,,7.13,56.59,6.25,6.34,61.11,5.44,2.03,75.92,2.6,72,5.0,65,,0.0,0.0
2017-01-04 12:00:00,,,,8.57,68.38,6.25,7.65,73.72,5.48,8.17,64.65,5.0,55,1.5,76,,0.0,0.0
2017-01-04 15:00:00,,,,9.66,46.4,6.7,8.84,49.54,5.83,7.5,49.51,8.2,51,6.7,60,,0.0,0.0
2017-01-04 18:00:00,,,,9.33,46.61,6.63,8.5,50.24,5.83,6.49,52.32,6.0,54,7.9,50,,0.0,0.0
2017-01-04 21:00:00,,,,8.9,48.35,6.97,8.26,51.43,5.98,6.49,54.18,4.0,65,5.9,70,,0.0,0.0
2017-01-05 12:00:00,,,,7.86,48.23,6.55,7.13,52.9,5.79,6.12,50.85,6.0,55,2.4,90,,0.0,0.0
2017-01-05 15:00:00,,,,9.39,45.91,6.74,8.87,50.24,6.02,8.44,47.8,8.0,50,5.8,64,,0.0,0.0
2017-01-05 18:00:00,,,,9.88,50.52,7.01,9.27,53.97,6.17,8.2,53.75,6.0,70,9.0,50,,0.0,0.0
2017-01-05 21:00:00,,,,9.69,52.35,7.12,9.18,55.19,6.4,7.8,56.62,3.0,80,5.0,70,,0.0,0.0
2017-01-06 12:00:00,,,,9.94,50.73,7.54,9.21,54.27,6.82,9.76,46.83,8.0,60,2.0,85,,0.0,0.0
2017-01-06 15:00:00,,,,11.16,49.18,7.81,10.49,52.35,7.12,9.08,51.95,9.0,50,7.0,70,,0.0,0.0
2017-01-06 18:00:00,,,,11.04,51.53,8.19,10.76,53.79,7.39,7.92,60.59,5.0,70,10.0,60,,0.0,0.0
2017-01-06 21:00:00,,,,9.63,58.64,7.92,9.27,60.87,7.24,5.24,73.81,4.0,75,7.0,75,,0.0,0.0
2017-01-07 12:00:00,,,,8.29,63.16,7.08,7.86,66.48,6.59,8.9,56.78,8.0,70,2.0,75,,0.0,0.0
2017-01-07 15:00:00,,,,10.0,57.72,7.31,9.69,60.65,7.01,7.37,69.54,9.0,65,4.0,60,,0.0,0.0
2017-01-07 18:00:00,,,,9.88,58.33,7.58,9.48,61.29,7.01,6.79,69.14,6.0,75,4.0,50,,0.0,0.0
2017-01-07 21:00:00,,,,9.18,58.0,7.5,8.72,60.96,7.01,6.15,66.27,5.0,80,1.0,50,,0.0,0.0
2017-01-08 12:00:00,,,,10.61,50.58,7.92,10.21,52.99,7.35,9.79,48.17,3.0,60,-2.0,75,,0.0,0.0
2017-01-08 15:00:00,,,,12.08,52.11,8.15,11.13,56.38,7.7,9.24,57.6,4.0,50,3.0,65,,0.0,0.0
2017-01-08 18:00:00,,,,11.37,60.53,8.38,11.01,64.13,7.81,7.89,76.31,1.0,55,2.0,50,,0.0,0.0
2017-01-08 21:00:00,,,,10.76,61.81,8.38,10.43,63.37,7.85,7.31,74.11,-1.0,65,-2.0,50,,0.0,0.0
2017-01-09 12:00:00,,,,9.54,47.95,8.65,8.69,51.89,7.81,6.46,51.86,2.0,65,-4.0,65,,0.0,0.0
2017-01-09 15:00:00,,,,9.79,42.52,8.46,8.5,47.92,7.92,4.51,55.65,1.0,50,3.0,45,,0.0,0.0
2017-01-09 18:00:00,,,,8.84,38.8,8.42,7.92,41.61,7.66,3.65,47.59,-2.0,50,3.0,40,,0.0,0.0
2017-01-09 21:00:00,,,,7.77,37.42,8.23,7.28,40.81,7.39,3.01,50.43,-4.0,55,-1.0,60,,0.0,0.0
2017-01-10 12:00:00,,,,7.07,48.14,7.28,6.06,54.33,6.47,2.25,72.59,2.0,50,1.0,75,,0.0,0.0
2017-01-10 15:00:00,,,,7.1,46.58,7.01,6.12,50.31,6.36,2.19,56.59,3.0,40,3.0,60,,0.0,0.0
